,instrument_token,tradingsymbol
1995,18451,SGBMAR28X-GB
1996,20980,SGBMAY25-GB
1997,2891,SGBMAY26-GB
1998,18972,SGBMAY28-GB
1999,17248,SGBNOV23-GB
2000,19203,SGBNOV24-GB
2001,458,SGBNOV25-GB
2002,497,SGBNOV258-GB
2003,540,SGBNOV25IX-GB
2004,398,SGBNOV25VI-GB
2005,6355,SGBNOV26-GB
2006,250,SGBOCT25-GB
2007,304,SGBOCT25IV-GB
2008,355,SGBOCT25V-GB
2009,5960,SGBOCT26-GB
2010,13981,SGBOCT27-GB
2011,14252,SGBOCT27VI-GB
2012,18795,SGBSEP24-GB
2013,13209,SGBSEP27-GB
2014,13367,SGL
2015,11859,SHAHALLOYS-BE
2016,10683,SHAIVAL-SM
2017,25578,SHAKTIPUMP-BE
2018,714,SHALBY
2019,15342,SHALPAINTS
2020,20321,SHANKARA
2021,21434,SHANTI-SM
2022,3078,SHANTIGEAR
2023,4992,SHARDACROP
2024,10530,SHARDAMOTR
2025,17044,SHARIABEES
2026,5068,SHEMAROO
2027,15883,SHIL
2028,17752,SHILPAMED
2029,9807,SHIRPUR-G
2030,13757,SHIVAMAUTO-BE
2031,1497,SHIVAMILLS
2032,804,SHIVATEX
2033,13446,SHIVAUM-SM
2034,11212,SHK
2035,11813,SHOPERSTOP
2036,648,SHRADHA-SM
2037,3099,SHREDIGCEM
2038,3103,SHREECEM
2039,10588,SHREEPUSHK
2040,7627,SHREERAMA
2041,11149,SHRENIK
2042,3126,SHREYANIND
2043,3129,SHREYAS
2044,17190,SHRIPISTON-BE
2045,11739,SHRIRAMCIT
2046,15308,SHRIRAMEPC
2047,6451,SHUBHLAXMI-SM
2048,10192,SHYAMCENT-BE
2049,13740,SHYAMTEL
2050,16875,SICAGEN
2051,6368,SICAL
2052,3150,SIEMENS
2053,4522,SIGIND
2054,20516,SIKKO-SM
2055,11298,SIL-BE
2056,5492,SILGO-SM
2057,4105,SILINV
2058,19097,SILLYMONKS
2059,551,SILVERTUC-SM
2060,14616,SIMBHALS-BE
2061,3162,SIMPLEXINF
2062,1405,SINTERCOM-SM
2063,9301,SINTEX-BE
2064,11050,SIRCA
2065,21501,SIS
2066,14001,SITINET-BE
2067,14096,SIYSIL
2068,18883,SJVN
2069,3186,SKFINDIA
2070,15232,SKIL-BE
2071,9428,SKIPPER
2072,4732,SKMEGGPROD
2073,1123,SKSTEXTILE-SM
2074,9889,SMARTLINK
2075,3387,SMLISUZU
2076,21551,SMSLIFE
2077,14329,SMSPHARMA
2078,847,SMVD-SM
2079,4843,SNOWMAN
2080,13826,SOBHA
2081,2926,SOFTTECH-SM
2082,3672,SOLARA
2083,13332,SOLARINDS
2084,1231,SOLEX-SM
2085,3880,SOMANYCERA
2086,9104,SOMATEX-BE
2087,17794,SOMICONVEY
2088,13616,SONAHISONA-SM
2089,3486,SONAMCLOCK-SM
2090,6596,SONATSOFTW
2091,2677,SONISOYA-SM
2092,13076,SORILINFRA
2093,3021,SOTL
2094,5948,SOUTHBANK
2095,9679,SOUTHWEST-BE
2096,18252,SPAL
2097,11435,SPANDANA
2098,14788,SPARC
2099,19375,SPCENET-BE
2100,27107,SPECIALITY
2101,5060,SPECTRUM-SM
2102,8163,SPENCERS
2103,13846,SPENTEX-BE
2104,3252,SPIC
2105,11446,SPICEJET
2106,11935,SPLIL
2107,3321,SPMLINFRA
2108,21466,SPTL-BE
2109,21099,SPYL-BE
2110,31837,SREEL
2111,9102,SREIBNPNCD-N9
2112,19506,SREIBNPNCD-NI
2113,19508,SREIBNPNCD-NJ
2114,19510,SREIBNPNCD-NK
2115,19512,SREIBNPNCD-NL
2116,19546,SREIBNPNCD-NM
2117,19548,SREIBNPNCD-NN
2118,21521,SREIBNPNCD-NO
2119,21523,SREIBNPNCD-NP
2120,21525,SREIBNPNCD-NQ
2121,21527,SREIBNPNCD-NR
2122,21529,SREIBNPNCD-NS
2123,21531,SREIBNPNCD-NT
2124,21533,SREIBNPNCD-NU
2125,21535,SREIBNPNCD-NV
2126,21537,SREIBNPNCD-NW
2127,17744,SREIBNPNCD-NX
2128,17783,SREIBNPNCD-NY
2129,17785,SREIBNPNCD-NZ
2130,17910,SREIBNPNCD-Y1
2131,17912,SREIBNPNCD-Y2
2132,17787,SREIBNPNCD-Y3
2133,17815,SREIBNPNCD-Y4
2134,17914,SREIBNPNCD-Y5
2135,17817,SREIBNPNCD-Y6
2136,17828,SREIBNPNCD-Y7
2137,17830,SREIBNPNCD-Y8
2138,17832,SREIBNPNCD-Y9
2139,17892,SREIBNPNCD-YA
2140,17894,SREIBNPNCD-YB
2141,17896,SREIBNPNCD-YC
2142,3267,SREINFRA
2143,3273,SRF
2144,14582,SRHHYPOLTD
2145,14927,SRIPIPES
2146,20993,SRIRAM-SM
2147,1244,SRPL-SM
2148,19380,SRTRANS-RE-BE
2149,4306,SRTRANSFIN
2150,30972,SRTRANSFIN-Y3
2151,30975,SRTRANSFIN-Y6
2152,4326,SRTRANSFIN-Y9
2153,4334,SRTRANSFIN-YB
2154,4345,SRTRANSFIN-YG
2155,298,SRTRANSFIN-YH
2156,498,SRTRANSFIN-YI
2157,528,SRTRANSFIN-YJ
2158,696,SRTRANSFIN-YK
2159,1001,SRTRANSFIN-YL
2160,1769,SRTRANSFIN-YM
2161,1897,SRTRANSFIN-YN
2162,6140,SRTRANSFIN-YO
2163,6149,SRTRANSFIN-YP
2164,6160,SRTRANSFIN-YQ
2165,6166,SRTRANSFIN-YR
2166,6168,SRTRANSFIN-YS
2167,6170,SRTRANSFIN-YT
2168,6172,SRTRANSFIN-YU
2169,8621,SRTRANSFIN-YV
2170,8625,SRTRANSFIN-YW
2171,8627,SRTRANSFIN-YX
2172,8633,SRTRANSFIN-YY
2173,8642,SRTRANSFIN-YZ
2174,8646,SRTRANSFIN-Z1
2175,8663,SRTRANSFIN-Z2
2176,12914,SRTRANSFIN-Z3
2177,12916,SRTRANSFIN-Z4
2178,12919,SRTRANSFIN-Z5
2179,12925,SRTRANSFIN-Z6
2180,12927,SRTRANSFIN-Z7
2181,12931,SRTRANSFIN-Z8
2182,12933,SRTRANSFIN-Z9
2183,12935,SRTRANSFIN-ZA
2184,12937,SRTRANSFIN-ZB
2185,12941,SRTRANSFIN-ZC
2186,17155,SRTRANSFIN-ZD
2187,17157,SRTRANSFIN-ZE
2188,17159,SRTRANSFIN-ZF
2189,17161,SRTRANSFIN-ZG
2190,17163,SRTRANSFIN-ZH
2191,17172,SRTRANSFIN-ZI
2192,17177,SRTRANSFIN-ZJ
2193,17179,SRTRANSFIN-ZK
2194,2686,SSINFRA-SM
2195,11829,SSWL
2196,7374,STAR
2197,21091,STARCEMENT
2198,3291,STARPAPER
2199,10948,STCINDIA
2200,10406,STEELCITY
2201,21343,STEELXIND-BE
2202,21484,STEL
2203,4299,STERTOOLS
2204,8948,STINDIA-BE
2205,9309,STRTECH
2206,9666,SUBCAPCITY-BE
2207,14129,SUBEX-BE
2208,3324,SUBROS
2209,3327,SUDARSCHEM
2210,20794,SUMEETINDS-BE
2211,17105,SUMICHEM
2212,11141,SUMIT-BE
2213,21275,SUMMITSEC
2214,29008,SUNCLAYLTD
2215,18935,SUNDARAM-BE
2216,3339,SUNDARMFIN
2217,2183,SUNDARMHLD
2218,4179,SUNDRMBRAK
2219,3345,SUNDRMFAST
2220,3348,SUNFLAG
2221,3351,SUNPHARMA
2222,17641,SUNTECK
2223,13404,SUNTV
2224,20616,SUPERHOUSE
2225,8931,SUPERSPIN-BE
2226,3360,SUPPETRO
2227,11689,SUPRAJIT
2228,4617,SUPREMEENG-SM
2229,3363,SUPREMEIND
2230,13419,SUPREMEINF-BZ
2231,21081,SURANASOL-BE
2232,10700,SURANAT&P
2233,8513,SURANI-SM
2234,11853,SURYALAXMI-BE
2235,3375,SURYAROSNI
2236,13801,SUTLEJTEX
2237,3245,SUULD-SM
2238,11233,SUVEN
2239,17945,SUVENPHAR
2240,12018,SUZLON
2241,3262,SVLL-SM
2242,27095,SWANENERGY
2243,3384,SWARAJENG
2244,11909,SWELECTES
2245,12489,SWSOLAR
2246,24190,SYMPHONY
2247,18108,SYNCOM-BE
2248,10243,SYNGENE
2249,3396,TAINWALCHM
2250,9354,TAJGVK
2251,14917,TAKE
2252,13648,TALBROAUTO
2253,18454,TALWALKARS-BZ
2254,18455,TALWGYM-BZ
2255,13976,TANLA
2256,15297,TANTIACONS-BE
2257,2117,TARACHAND-SM
2258,14771,TARMAT
2259,20092,TASTYBITE
2260,16770,TATACAPHSG-N1
2261,16775,TATACAPHSG-N2
2262,16789,TATACAPHSG-N3
2263,16791,TATACAPHSG-N4
2264,16834,TATACAPHSG-N5
2265,16836,TATACAPHSG-N6
2266,16838,TATACAPHSG-N7
2267,16870,TATACAPHSG-N8
2268,16872,TATACAPHSG-N9
2269,16874,TATACAPHSG-NA
2270,16894,TATACAPHSG-NB
2271,3405,TATACHEM
2272,724,TATACOFFEE
2273,3721,TATACOMM
2274,3432,TATACONSUM
2275,3411,TATAELXSI
2276,1621,TATAINVEST
2277,3423,TATAMETALI
2278,3456,TATAMOTORS
2279,16965,TATAMTRDVR
2280,3426,TATAPOWER
2281,3499,TATASTEEL
2282,1906,TATASTEEL-E1
2283,447,TATASTLBSL
2284,1639,TATASTLLP
2285,27037,TBZ
2286,5017,TCFSL-NA
2287,5029,TCFSL-NB
2288,5031,TCFSL-NC
2289,5042,TCFSL-ND
2290,5056,TCFSL-NE
2291,5058,TCFSL-NF
2292,12944,TCFSL-NG
2293,12947,TCFSL-NH
2294,12951,TCFSL-NI
2295,12953,TCFSL-NJ
2296,12956,TCFSL-NK
2297,12958,TCFSL-NL
2298,12961,TCFSL-NM
2299,12963,TCFSL-NN
2300,10580,TCI
2301,23452,TCIDEVELOP
2302,19223,TCIEXP
2303,8722,TCIFINANCE-BE
2304,4172,TCNSBRANDS
2305,184,TCPLPACK
2306,11536,TCS
2307,25178,TDPOWERSYS
2308,12716,TEAMLEASE
2309,25194,TECHIN-BE
2310,13538,TECHM
2311,6445,TECHNOE
2312,19194,TECHNOFAB-BE
2313,21135,TEJASNET-BE
2314,4309,TEMBO-SM
2315,19292,TERASOFT
2316,11549,TEXINFRA
2317,18214,TEXMOPIPES
2318,21828,TEXRAIL
2319,3466,TFCILTD
2320,14323,TFL-BE
2321,14611,TGBHOTELS-BE
2322,18118,THANGAMAYL
2323,21427,THEINVEST
2324,28842,THEJO-SM
2325,14485,THEMISMED
2326,3475,THERMAX
2327,10064,THIRUSUGAR-BZ
2328,3481,THOMASCOOK
2329,31021,THOMASCOTT-BE
2330,17032,THYROCARE
2331,19196,TI
2332,14019,TIDEWATER
2333,14223,TIIL
2334,312,TIINDIA
2335,25482,TIJARIA
2336,3484,TIL
2337,10717,TIMESGTY
2338,14707,TIMETECHNO
2339,14198,TIMKEN
2340,3493,TINPLATE
2341,9117,TIPSINDLTD
2342,3496,TIRUMALCHM
2343,21868,TIRUPATI-SM
2344,70,TIRUPATIFL-SM
2345,3506,TITAN
2346,19209,TMRVL-BE
2347,3509,TNPETRO
2348,3980,TNPL
2349,9884,TNTELE-BE
2350,3837,TOKYOPLAST
2351,3518,TORNTPHARM
2352,13786,TORNTPOWER
2353,21447,TOTAL-SM
2354,16910,TOUCHWOOD-BE
2355,9219,TPLPLASTEH
2356,21260,TRANSWIND-SM
2357,25082,TREEHOUSE
2358,7518,TREJHARA
2359,1964,TRENT
2360,17987,TRF
2361,9685,TRIDENT
2362,5428,TRIGYN
2363,15174,TRIL
2364,25584,TRITURBINE
2365,13081,TRIVENI
2366,11369,TTKHLTCARE
2367,3546,TTKPRESTIG
2368,14314,TTL
2369,8954,TTML
2370,14208,TV18BRDCST
2371,13120,TVSELECT-BE
2372,8479,TVSMOTOR
2373,14245,TVSSRICHAK
2374,11275,TVTODAY
2375,18508,TVVISION-BE
2376,15414,TWL
2377,16713,UBL
2378,3570,UCALFUEL
2379,4212,UCL-SM
2380,11223,UCOBANK
2381,1053,UFLEX
2382,9039,UFO
2383,19578,UGARSUGAR
2384,25536,UJAAS
2385,17069,UJJIVAN
2386,15228,UJJIVANSFB
2387,11532,ULTRACEMCO
2388,11392,UMANGDAIRY-BE
2389,3579,UNICHEMLAB
2390,11293,UNIENTER
2391,1813,UNIINFO-SM
2392,10753,UNIONBANK
2393,14393,UNIPLY
2394,8893,UNITECH-BZ
2395,17213,UNITEDPOLY-SM
2396,17999,UNITEDTEA
2397,4785,UNITY-BZ
2398,18977,UNIVASTU
2399,3607,UNIVCABLES
2400,17659,UNIVPHOTO
2401,11287,UPL
2402,2322,URAVI-SM
2403,20207,URJA-BE
2404,8840,USHAMART
2405,21478,UTINEXT50
2406,10511,UTINIFTETF
2407,10515,UTISENSETF
2408,9168,UTISXN50
2409,8356,UTTAMSTL-BE
2410,13376,UTTAMSUGAR
2411,17493,UVSL-BE
2412,5945,UWCSL-SM
2413,14766,V2RETAIL
2414,24196,VADILALIND
2415,11364,VAIBHAVGBL
2416,16589,VAISHALI
2417,13342,VAKRANGEE
2418,11220,VARDHACRLC
2419,6893,VARDMNPOLY-BE
2420,3857,VARROC
2421,1274,VASA-SM
2422,18110,VASCONEQ
2423,25344,VASWANI-BE
2424,18921,VBL
2425,16478,VCL-SM
2426,3063,VEDL
2427,3757,VENKEYS
2428,13856,VENUSREM-BE
2429,2666,VERA-SM
2430,18863,VERTOZ
2431,3676,VESUVIUS
2432,8652,VETO
2433,15362,VGUARD
2434,11892,VHL
2435,14907,VICEROY-BE
2436,4576,VIDEOIND-BZ
2437,13536,VIDHIING
2438,17695,VIJIFIN-BE
2439,25756,VIKASECO
2440,9933,VIKASMCORP-BE
2441,12148,VIKASPROP
2442,3688,VIKASWSP
2443,13101,VIMTALABS
2444,17364,VINATIORGA
2445,3694,VINDHYATEL
2446,5643,VINNY-SM
2447,16821,VINYLINDIA
2448,14847,VIPCLOTHNG-BE
2449,3703,VIPIND
2450,8424,VIPULLTD
2451,4221,VISAKAIND
2452,13298,VISASTEEL-BE
2453,11808,VISHAL-BE
2454,6908,VISHNU
2455,13702,VISHWARAJ
2456,29881,VIVIDHA-BE
2457,11968,VIVIMEDLAB-BE
2458,3715,VLSFINANCE
2459,29284,VMART
2460,13577,VOLTAMP
2461,3718,VOLTAS
2462,8696,VRLLOG
2463,20973,VSCL-SM
2464,27071,VSSL-BE
2465,3724,VSTIND
2466,24292,VSTTILLERS
2467,2073,VTL
2468,20188,WABAG
2469,16915,WABCOINDIA
2470,3736,WALCHANNAG
2471,14067,WANBURY-BE
2472,3745,WATERBASE
2473,15632,WEALTH-SM
2474,14606,WEBELSOLAR-BE
2475,3748,WEIZMANIND
2476,11821,WELCORP
2477,11626,WELENT
2478,19800,WELINV
2479,11253,WELSPUNIND
2480,4235,WENDT
2481,11580,WESTLIFE
2482,21492,WEWIN-SM
2483,11164,WFL-SM
2484,3766,WHEELS
2485,18011,WHIRLPOOL
2486,3772,WILLAMAGOR
2487,24969,WINDMACHIN
2488,20491,WIPL-BE
2489,3787,WIPRO
2490,7506,WOCKPHARMA
2491,3002,WONDERLA
2492,21763,WORTH-SM
2493,14832,WSI-BE
2494,3799,WSTCSTPAPR
2495,11705,XCHANGING
2496,8478,XELPMOC-BE
2497,11410,XPROINDIA-BE
2498,11915,YESBANK
2499,3812,ZEEL
2500,16734,ZEEL-P2
2501,20852,ZEELEARN
2502,14006,ZEEMEDIA-BE
2503,4176,ZENITHEXPO
2504,1076,ZENSARTECH
2505,7508,ZENTEC
2506,13394,ZICOM-BE
2507,602,ZODIAC-SM
2508,3821,ZODIACLOTH
2509,7598,ZODJRDMKJ-BE
2510,11394,ZOTA
2511,29050,ZUARI
2512,3827,ZUARIGLOB
2513,17635,ZYDUSWELL
